CONTINENT,LOCATION,SUBJECT,MEASURE,FREQUENCY,TIME,Labour Productivity Value,Labour Compensation Value,Multifactor Productivity Value,G20 Country? Yes/No
Europe,PRT,TOT,IDX2010_1,A,1975,0.511599851,,,No
Europe,PRT,TOT,IDX2010_1,A,1976,0.539365344,,,No
Europe,PRT,TOT,IDX2010_1,A,1977,0.566386756,,,No
Europe,PRT,TOT,IDX2010_1,A,1978,0.583781639,,,No
Europe,PRT,TOT,IDX2010_1,A,1979,0.609159816,,,No
Europe,PRT,TOT,IDX2010_1,A,1980,0.623339425,,,No
Europe,PRT,TOT,IDX2010_1,A,1981,0.630441079,,,No
Europe,PRT,TOT,IDX2010_1,A,1982,0.644231528,,,No
Europe,PRT,TOT,IDX2010_1,A,1983,0.614775124,,,No
Europe,PRT,TOT,IDX2010_1,A,1984,0.604732279,,,No
Europe,PRT,TOT,IDX2010_1,A,1985,0.624583446,,80.351154,No
Europe,PRT,TOT,IDX2010_1,A,1986,0.649286729,,83.542974,No
Europe,PRT,TOT,IDX2010_1,A,1987,0.673040285,,86.174847,No
Europe,PRT,TOT,IDX2010_1,A,1988,0.704936301,,90.201923,No
Europe,PRT,TOT,IDX2010_1,A,1989,0.733794047,,93.024779,No
Europe,PRT,TOT,IDX2010_1,A,1990,0.746201445,,94.523667,No
Europe,PRT,TOT,IDX2010_1,A,1991,0.756312665,,97.800587,No
Europe,PRT,TOT,IDX2010_1,A,1992,0.757732917,,99.240338,No
Europe,PRT,TOT,IDX2010_1,A,1993,0.757630574,,97.624046,No
Europe,PRT,TOT,IDX2010_1,A,1994,0.765847294,,97.277942,No
Europe,PRT,TOT,IDX2010_1,A,1995,0.803121597,55.799866,98.45299,No
Europe,PRT,TOT,IDX2010_1,A,1996,0.817505671,59.236205,99.431303,No
Europe,PRT,TOT,IDX2010_1,A,1997,0.831889214,62.619422,100.579691,No
Europe,PRT,TOT,IDX2010_1,A,1998,0.847961064,66.051185,100.763506,No
Europe,PRT,TOT,IDX2010_1,A,1999,0.867519525,69.573176,101.544494,No
Europe,PRT,TOT,IDX2010_1,A,2000,0.880979211,73.359897,101.388523,No
Europe,PRT,TOT,IDX2010_1,A,2001,0.882653164,76.834702,100.967374,No
Europe,PRT,TOT,IDX2010_1,A,2002,0.886012248,79.821996,100.263788,No
Europe,PRT,TOT,IDX2010_1,A,2003,0.886295608,82.859377,99.093857,No
Europe,PRT,TOT,IDX2010_1,A,2004,0.90876742,84.886477,99.98235,No
Europe,PRT,TOT,IDX2010_1,A,2005,0.919954743,88.772371,99.883692,No
Europe,PRT,TOT,IDX2010_1,A,2006,0.930567641,90.589864,100.498317,No
Europe,PRT,TOT,IDX2010_1,A,2007,0.953622676,93.502522,101.085387,No
Europe,PRT,TOT,IDX2010_1,A,2008,0.952034474,96.417175,100.247047,No
Europe,PRT,TOT,IDX2010_1,A,2009,0.949558589,98.39995,98.210001,No
Europe,PRT,TOT,IDX2010_1,A,2010,0.981563534,100,100,No
Europe,PRT,TOT,IDX2010_1,A,2011,0.98271531,99.454833,99.751218,No
Europe,PRT,TOT,IDX2010_1,A,2012,0.983328805,97.029878,98.893128,No
Europe,PRT,TOT,IDX2010_1,A,2013,1.000896472,99.77094,99.169916,No
Europe,PRT,TOT,IDX2010_1,A,2014,0.995779614,97.516056,98.58004,No
Europe,PRT,TOT,IDX2010_1,A,2015,1,97.959401,98.834464,No
Europe,PRT,TOT,IDX2010_1,A,2016,1.003038031,99.657955,99.178347,No
Europe,PRT,TOT,IDX2010_1,A,2017,0.998340501,101.384105,,No
Europe,PRT,TOT,IDX2010_1,A,2018,0.996413902,103.730767,,No
Europe,PRT,TOT,IDX2010_1,A,2019,1.001416527,,,No
Europe,PRT,TOT,IDX2010_1,A,2020,1.009489889,,,No
Europe,SVK,TOT,IDX2010_1,A,1994,0.467438951,,No,
Europe,SVK,TOT,IDX2010_1,A,1995,0.493791031,27.423361,No,
Europe,SVK,TOT,IDX2010_1,A,1996,0.516394077,31.645181,No,
Europe,SVK,TOT,IDX2010_1,A,1997,0.5534402,36.898862,No,
Europe,SVK,TOT,IDX2010_1,A,1998,0.578368624,40.909042,No,
Europe,SVK,TOT,IDX2010_1,A,1999,0.592187043,43.892297,No,
Europe,SVK,TOT,IDX2010_1,A,2000,0.611293996,49.767637,No,
Europe,SVK,TOT,IDX2010_1,A,2001,0.627950025,53.04908,No,
Europe,SVK,TOT,IDX2010_1,A,2002,0.655738634,59.472927,No,
Europe,SVK,TOT,IDX2010_1,A,2003,0.683872714,66.464668,No,
Europe,SVK,TOT,IDX2010_1,A,2004,0.721496227,70.058047,No,
Europe,SVK,TOT,IDX2010_1,A,2005,0.757969668,74.989516,No,
Europe,SVK,TOT,IDX2010_1,A,2006,0.805278647,80.939533,No,
Europe,SVK,TOT,IDX2010_1,A,2007,0.87397361,87.569967,No,
Europe,SVK,TOT,IDX2010_1,A,2008,0.894348436,93.134422,No,
Europe,SVK,TOT,IDX2010_1,A,2009,0.8627378,96.573701,No,
Europe,SVK,TOT,IDX2010_1,A,2010,0.920157613,100,No,
Europe,SVK,TOT,IDX2010_1,A,2011,0.929607345,102.574667,No,
Europe,SVK,TOT,IDX2010_1,A,2012,0.944533384,105.42197,No,
Europe,SVK,TOT,IDX2010_1,A,2013,0.966125501,109.109459,No,
Europe,SVK,TOT,IDX2010_1,A,2014,0.978901047,111.769457,No,
Europe,SVK,TOT,IDX2010_1,A,2015,1,115.927012,No,
Europe,SVK,TOT,IDX2010_1,A,2016,1.007283062,119.340509,No,
Europe,SVK,TOT,IDX2010_1,A,2017,1.016962557,127.643499,No,
Europe,SVK,TOT,IDX2010_1,A,2018,1.037903654,135.994291,No,
Europe,SVK,TOT,IDX2010_1,A,2019,1.061756309,,No,
Europe,SVK,TOT,IDX2010_1,A,2020,1.092175325,,No,
Europe,ESP,TOT,IDX2010_1,A,1961,0.267207589,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1962,0.292107187,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1963,0.317602172,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1964,0.332584139,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1965,0.350712151,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1966,0.372571176,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1967,0.386159515,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1968,0.408720656,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1969,0.441004568,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1970,0.455106405,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1971,0.472758091,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1972,0.509766435,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1973,0.540922703,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1974,0.564438124,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1975,0.572898422,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1976,0.594015841,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1977,0.615806613,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1978,0.63470556,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1979,0.643842293,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1980,0.670439966,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1981,0.686599601,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1982,0.701582493,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1983,0.716764209,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1984,0.746940976,,,Yes
Europe,ESP,TOT,IDX2010_1,A,1985,0.772627341,,94.648953,Yes
Europe,ESP,TOT,IDX2010_1,A,1986,0.78000353,,95.605946,Yes
Europe,ESP,TOT,IDX2010_1,A,1987,0.785800525,,96.731651,Yes
Europe,ESP,TOT,IDX2010_1,A,1988,0.797998742,,97.97629,Yes
Europe,ESP,TOT,IDX2010_1,A,1989,0.807548304,,99.007704,Yes
Europe,ESP,TOT,IDX2010_1,A,1990,0.80762763,,98.381494,Yes
Europe,ESP,TOT,IDX2010_1,A,1991,0.818813918,,98.264891,Yes
Europe,ESP,TOT,IDX2010_1,A,1992,0.838710768,,99.481453,Yes
Europe,ESP,TOT,IDX2010_1,A,1993,0.85497911,,100.278163,Yes
Europe,ESP,TOT,IDX2010_1,A,1994,0.879718725,,102.272948,Yes
Europe,ESP,TOT,IDX2010_1,A,1995,0.887227588,62.348311,102.635555,Yes
Europe,ESP,TOT,IDX2010_1,A,1996,0.897961356,64.591259,103.17857,Yes
Europe,ESP,TOT,IDX2010_1,A,1997,0.89753714,65.773345,102.830809,Yes
Europe,ESP,TOT,IDX2010_1,A,1998,0.896856578,66.594245,102.137907,Yes
Europe,ESP,TOT,IDX2010_1,A,1999,0.896302699,67.626956,101.505172,Yes
Europe,ESP,TOT,IDX2010_1,A,2000,0.899031205,69.601689,101.75147,Yes
Europe,ESP,TOT,IDX2010_1,A,2001,0.904821995,71.778838,101.434415,Yes
Europe,ESP,TOT,IDX2010_1,A,2002,0.907460272,74.045048,101.004139,Yes
Europe,ESP,TOT,IDX2010_1,A,2003,0.906221722,76.52565,100.733252,Yes
Europe,ESP,TOT,IDX2010_1,A,2004,0.90099411,78.906812,100.367972,Yes
Europe,ESP,TOT,IDX2010_1,A,2005,0.896092892,81.920667,100.18573,Yes
Europe,ESP,TOT,IDX2010_1,A,2006,0.896122703,85.166932,100.174347,Yes
Europe,ESP,TOT,IDX2010_1,A,2007,0.900376337,89.797397,100.436874,Yes
Europe,ESP,TOT,IDX2010_1,A,2008,0.908764191,95.443347,99.558832,Yes
Europe,ESP,TOT,IDX2010_1,A,2009,0.934917281,99.311773,99.344431,Yes
Europe,ESP,TOT,IDX2010_1,A,2010,0.95159114,100,100,Yes
Europe,ESP,TOT,IDX2010_1,A,2011,0.968061259,100.529773,99.819916,Yes
Europe,ESP,TOT,IDX2010_1,A,2012,0.979158794,100.065612,99.532163,Yes
Europe,ESP,TOT,IDX2010_1,A,2013,0.988361184,101.148026,99.313418,Yes
Europe,ESP,TOT,IDX2010_1,A,2014,0.992154658,101.169577,99.38658,Yes
Europe,ESP,TOT,IDX2010_1,A,2015,1,102.072947,100.15443,Yes
Europe,ESP,TOT,IDX2010_1,A,2016,1.005932136,101.782515,100.768255,Yes
Europe,ESP,TOT,IDX2010_1,A,2017,1.010137382,102.92781,,Yes
Europe,ESP,TOT,IDX2010_1,A,2018,1.014450021,103.382098,,Yes
Europe,ESP,TOT,IDX2010_1,A,2019,1.01369662,,,Yes
Europe,ESP,TOT,IDX2010_1,A,2020,1.017421118,,,Yes
Europe,SWE,TOT,IDX2010_1,A,1960,0.327917886,,,No
Europe,SWE,TOT,IDX2010_1,A,1961,0.343762168,,,No
Europe,SWE,TOT,IDX2010_1,A,1962,0.356457072,,,No
Europe,SWE,TOT,IDX2010_1,A,1963,0.373593592,,,No
Europe,SWE,TOT,IDX2010_1,A,1964,0.393426283,,,No
Europe,SWE,TOT,IDX2010_1,A,1965,0.405659701,,,No
Europe,SWE,TOT,IDX2010_1,A,1966,0.413558751,,,No
Europe,SWE,TOT,IDX2010_1,A,1967,0.432087562,,,No
Europe,SWE,TOT,IDX2010_1,A,1968,0.443112709,,,No
Europe,SWE,TOT,IDX2010_1,A,1969,0.456711269,,,No
Europe,SWE,TOT,IDX2010_1,A,1970,0.476942991,,,No
Europe,SWE,TOT,IDX2010_1,A,1971,0.482385469,,,No
Europe,SWE,TOT,IDX2010_1,A,1972,0.491813838,,,No
Europe,SWE,TOT,IDX2010_1,A,1973,0.509417433,,,No
Europe,SWE,TOT,IDX2010_1,A,1974,0.515484591,,,No
Europe,SWE,TOT,IDX2010_1,A,1975,0.518418804,,,No
Europe,SWE,TOT,IDX2010_1,A,1976,0.521138846,,,No
Europe,SWE,TOT,IDX2010_1,A,1977,0.513769905,,,No
Europe,SWE,TOT,IDX2010_1,A,1978,0.519754295,,,No
Europe,SWE,TOT,IDX2010_1,A,1979,0.532806391,,,No
Europe,SWE,TOT,IDX2010_1,A,1980,0.534752335,,,No
Europe,SWE,TOT,IDX2010_1,A,1981,0.536327275,,,No
Europe,SWE,TOT,IDX2010_1,A,1982,0.544045647,,,No
Europe,SWE,TOT,IDX2010_1,A,1983,0.553124454,,,No
Europe,SWE,TOT,IDX2010_1,A,1984,0.57175742,,,No
Europe,SWE,TOT,IDX2010_1,A,1985,0.578150726,,83.881207,No
Europe,SWE,TOT,IDX2010_1,A,1986,0.590068985,,84.643142,No
Europe,SWE,TOT,IDX2010_1,A,1987,0.605026294,,85.31137,No
Europe,SWE,TOT,IDX2010_1,A,1988,0.612100792,,84.576696,No
Europe,SWE,TOT,IDX2010_1,A,1989,0.619320544,,84.440424,No
Europe,SWE,TOT,IDX2010_1,A,1990,0.618288965,,83.347427,No
Europe,SWE,TOT,IDX2010_1,A,1991,0.620501,,82.740992,No
Europe,SWE,TOT,IDX2010_1,A,1992,0.641877172,,82.984114,No
Europe,SWE,TOT,IDX2010_1,A,1993,0.663320731,54.028659,83.022932,No
Europe,SWE,TOT,IDX2010_1,A,1994,0.696024393,56.123003,84.807509,No
Europe,SWE,TOT,IDX2010_1,A,1995,0.713764795,57.252223,86.102302,No
Europe,SWE,TOT,IDX2010_1,A,1996,0.73060491,60.618799,86.394946,No
Europe,SWE,TOT,IDX2010_1,A,1997,0.763001274,64.086023,88.491119,No
Europe,SWE,TOT,IDX2010_1,A,1998,0.781532252,63.104526,89.885418,No
Europe,SWE,TOT,IDX2010_1,A,1999,0.798097108,65.198881,90.737407,No
Europe,SWE,TOT,IDX2010_1,A,2000,0.816984086,70.472602,92.615358,No
Europe,SWE,TOT,IDX2010_1,A,2001,0.813997125,74.487155,92.331896,No
Europe,SWE,TOT,IDX2010_1,A,2002,0.830677623,78.040715,94.217496,No
Europe,SWE,TOT,IDX2010_1,A,2003,0.856247456,81.797801,96.600229,No
Europe,SWE,TOT,IDX2010_1,A,2004,0.895470147,83.944083,99.307045,No
Europe,SWE,TOT,IDX2010_1,A,2005,0.918142715,86.754925,100.892336,No
Europe,SWE,TOT,IDX2010_1,A,2006,0.947195324,89.605198,103.380016,No
Europe,SWE,TOT,IDX2010_1,A,2007,0.958453817,93.645367,103.329715,No
Europe,SWE,TOT,IDX2010_1,A,2008,0.943331369,96.475351,100.647672,No
Europe,SWE,TOT,IDX2010_1,A,2009,0.916845532,99.551917,96.72661,No
Europe,SWE,TOT,IDX2010_1,A,2010,0.960229071,100,100,No
Europe,SWE,TOT,IDX2010_1,A,2011,0.966063525,103.334595,100.418803,No
Europe,SWE,TOT,IDX2010_1,A,2012,0.959066387,107.387454,99.484894,No
Europe,SWE,TOT,IDX2010_1,A,2013,0.96184642,109.968294,99.740258,No
Europe,SWE,TOT,IDX2010_1,A,2014,0.973674803,112.483979,100.653466,No
Europe,SWE,TOT,IDX2010_1,A,2015,1,115.445582,102.754176,No
Europe,SWE,TOT,IDX2010_1,A,2016,1.006074782,117.302197,102.561337,No
Europe,SWE,TOT,IDX2010_1,A,2017,1.006437174,120.733534,102.669368,No
Europe,SWE,TOT,IDX2010_1,A,2018,1.012318294,124.478843,,No
Europe,SWE,TOT,IDX2010_1,A,2019,1.016805926,,,No
Europe,SWE,TOT,IDX2010_1,A,2020,1.026414811,,,No
Europe,CHE,TOT,IDX2010_1,A,1965,0.619247713,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1966,0.636620541,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1967,0.652260619,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1968,0.67231676,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1969,0.698467073,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1970,0.732089567,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1971,0.748483929,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1972,0.761571571,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1973,0.777049926,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1974,0.788959158,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1975,0.768216949,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1976,0.780144277,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1977,0.795316428,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1978,0.790680736,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1979,0.80180484,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1980,0.81982891,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1981,0.813874748,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1982,0.799271108,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1983,0.804089853,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1984,0.821002709,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1985,0.834224553,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1986,0.830834065,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1987,0.823691807,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1988,0.829374978,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1989,0.843126488,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1990,0.846395012,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1991,0.82443482,,,Yes
Europe,CHE,TOT,IDX2010_1,A,1992,0.830778187,,91.703229,Yes
Europe,CHE,TOT,IDX2010_1,A,1993,0.835942756,,91.355489,Yes
Europe,CHE,TOT,IDX2010_1,A,1994,0.851719417,,91.317285,Yes
Europe,CHE,TOT,IDX2010_1,A,1995,0.857691153,75.886182,91.618272,Yes
Europe,CHE,TOT,IDX2010_1,A,1996,0.864680698,77.568895,92.28847,Yes
Europe,CHE,TOT,IDX2010_1,A,1997,0.886082835,79.451865,93.929064,Yes
Europe,CHE,TOT,IDX2010_1,A,1998,0.900130745,79.733559,94.332879,Yes
Europe,CHE,TOT,IDX2010_1,A,1999,0.907599021,79.020499,93.316822,Yes
Europe,CHE,TOT,IDX2010_1,A,2000,0.935454416,81.532592,95.307547,Yes
Europe,CHE,TOT,IDX2010_1,A,2001,0.931966504,86.140646,96.017229,Yes
Europe,CHE,TOT,IDX2010_1,A,2002,0.927082373,88.310558,95.669956,Yes
Europe,CHE,TOT,IDX2010_1,A,2003,0.931063207,87.557204,94.748103,Yes
Europe,CHE,TOT,IDX2010_1,A,2004,0.95284493,86.225672,95.238818,Yes
Europe,CHE,TOT,IDX2010_1,A,2005,0.975837817,88.293783,97.211092,Yes
Europe,CHE,TOT,IDX2010_1,A,2006,0.993961369,90.534883,99.170049,Yes
Europe,CHE,TOT,IDX2010_1,A,2007,1.008743009,93.352695,100.828385,Yes
Europe,CHE,TOT,IDX2010_1,A,2008,1.005958361,95.591347,100.752492,Yes
Europe,CHE,TOT,IDX2010_1,A,2009,0.978959669,99.163221,97.961205,Yes
Europe,CHE,TOT,IDX2010_1,A,2010,1.004675743,100,100,Yes
Europe,CHE,TOT,IDX2010_1,A,2011,0.997700616,101.016591,99.519352,Yes
Europe,CHE,TOT,IDX2010_1,A,2012,0.990416441,102.437072,99.302702,Yes
Europe,CHE,TOT,IDX2010_1,A,2013,0.996458077,104.887219,100.590607,Yes
Europe,CHE,TOT,IDX2010_1,A,2014,1.002416782,104.427792,101.448296,Yes
Europe,CHE,TOT,IDX2010_1,A,2015,1,103.080003,100.44514,Yes
Europe,CHE,TOT,IDX2010_1,A,2016,1.001952041,102.627871,100.405552,Yes
Europe,CHE,TOT,IDX2010_1,A,2017,1.00950576,,101.654955,Yes
Europe,CHE,TOT,IDX2010_1,A,2018,1.02516605,,,Yes
Europe,CHE,TOT,IDX2010_1,A,2019,1.028026387,,,Yes
Europe,CHE,TOT,IDX2010_1,A,2020,1.033150699,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1960,0.196198387,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1961,0.197300099,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1962,0.209656465,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1963,0.22602369,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1964,0.232402587,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1965,0.236294283,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1966,0.260874343,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1967,0.272115513,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1968,0.289023933,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1969,0.303817353,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1970,0.308391014,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1971,0.320098425,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1972,0.334654706,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1973,0.339214916,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1974,0.349271014,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1975,0.36979517,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1976,0.402884623,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1977,0.403847071,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1978,0.404570097,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1979,0.396293672,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1980,0.381899258,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1981,0.397099395,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1982,0.407081579,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1983,0.42312564,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1984,0.44483212,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1985,0.45616042,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1986,0.479504667,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1987,0.513483279,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1988,0.516701409,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1989,0.505080658,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1990,0.542667979,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1991,0.526937235,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1992,0.553658196,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1993,0.62840751,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1994,0.550490127,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1995,0.573846178,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1996,0.596836573,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1997,0.641445958,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1998,0.6442413,,,Yes
Europe,TUR,TOT,IDX2010_1,A,1999,0.614980629,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2000,0.669685831,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2001,0.62997096,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2002,0.672527881,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2003,0.715861984,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2004,0.77016399,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2005,0.82179773,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2006,0.865287467,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2007,0.895684715,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2008,0.887839703,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2009,0.843759738,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2010,0.863660435,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2011,0.904134655,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2012,0.918626328,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2013,0.968533588,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2014,0.968801958,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2015,1,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2016,1.009842699,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2017,1.047481131,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2018,1.054381065,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2019,1.035998536,,,Yes
Europe,TUR,TOT,IDX2010_1,A,2020,1.036637897,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1960,0.326042246,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1961,0.331723084,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1962,0.335282921,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1963,0.35045754,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1964,0.366230149,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1965,0.380482583,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1966,0.388053088,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1967,0.404051216,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1968,0.42448747,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1969,0.434175958,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1970,0.446364646,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1971,0.48246174,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1972,0.501737812,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1973,0.526136547,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1974,0.511858409,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1975,0.50622322,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1976,0.524045674,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1977,0.536349939,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1978,0.555958489,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1979,0.570911933,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1980,0.561764085,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1981,0.572406256,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1982,0.59559759,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1983,0.625325012,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1984,0.626134828,,,Yes
Europe,GBR,TOT,IDX2010_1,A,1985,0.644247243,,75.159209,Yes
Europe,GBR,TOT,IDX2010_1,A,1986,0.66035153,,76.644697,Yes
Europe,GBR,TOT,IDX2010_1,A,1987,0.681786007,,78.970948,Yes
Europe,GBR,TOT,IDX2010_1,A,1988,0.698054207,,78.97639,Yes
Europe,GBR,TOT,IDX2010_1,A,1989,0.697817315,,78.660127,Yes
Europe,GBR,TOT,IDX2010_1,A,1990,0.699771698,,78.339368,Yes
Europe,GBR,TOT,IDX2010_1,A,1991,0.710909684,,78.231504,Yes
Europe,GBR,TOT,IDX2010_1,A,1992,0.730939012,,79.872504,Yes
Europe,GBR,TOT,IDX2010_1,A,1993,0.756431828,,81.631372,Yes
Europe,GBR,TOT,IDX2010_1,A,1994,0.779677818,50.065655,82.946133,Yes
Europe,GBR,TOT,IDX2010_1,A,1995,0.789106158,51.839621,84.393531,Yes
Europe,GBR,TOT,IDX2010_1,A,1996,0.801621685,53.425565,85.100656,Yes
Europe,GBR,TOT,IDX2010_1,A,1997,0.821348564,56.608146,87.694274,Yes
Europe,GBR,TOT,IDX2010_1,A,1998,0.84026301,59.352495,88.552038,Yes
Europe,GBR,TOT,IDX2010_1,A,1999,0.855368086,62.423738,90.037807,Yes
Europe,GBR,TOT,IDX2010_1,A,2000,0.874741454,66.435032,92.034828,Yes
Europe,GBR,TOT,IDX2010_1,A,2001,0.892173208,70.370209,93.423749,Yes
Europe,GBR,TOT,IDX2010_1,A,2002,0.906890952,72.674842,95.324659,Yes
Europe,GBR,TOT,IDX2010_1,A,2003,0.92796091,76.528757,97.773393,Yes
